rf,ef,ab,gb,Probability
0.155,0.105,0.497816,0.103936,0.130096303
0.11,0.125,0.4966,0.068159,0.064268913
0.35,0.435,0.499456,0.340237,0.316393506
0.2,0.335,0.49651,0.081455,0.105647024
0.025,0.01,0.496347,0.043003,0.049943392
0.04,0,0.494279,0.009834,0.01338764
0.05,0.01,0.49528,0.023467,0.014480218
0.045,0.125,0.494068,0.010811,0.016523165
0.11,0.12,0.496637,0.07854,0.082786899
0.035,0.02,0.49499,0.018515,0.016478429
0.01,0,0.494103,0.009257,0.00567509
0.1,0.07,0.496123,0.053862,0.038466636
0.045,0.04,0.495053,0.017693,0.027903299
0.035,0.05,0.49758,0.091747,0.062457092
0.005,0,0.494526,0.015263,0.011693907
0.015,0.025,0.494612,0.011629,0.016646987
0.005,0.005,0.494281,0.010121,0.0131312
0,0,0.493953,0.008527,0.007501949
0.055,0.045,0.496083,0.064009,0.061708786
0.775,0.67,0.502082,0.71947,0.6882
0.22,0.025,0.497298,0.095732,0.109545854
0.07,0.015,0.497704,0.074067,0.062969201
0.03,0.015,0.495859,0.024607,0.03360975
0,0.02,0.494973,0.013391,0.010204416
0.025,0.005,0.494229,0.011263,0.007836378
0.075,0.025,0.496453,0.071288,0.06255722
0.02,0.005,0.496953,0.066519,0.045016867
0,0,0.493567,0.008036,0.012001645
0.035,0.065,0.494593,0.012962,0.022836071
0.02,0.025,0.493748,0.009419,0.00944292
0.23,0.295,0.497764,0.194377,0.245233965
0.05,0.01,0.496769,0.057491,0.052794634
0.1,0.04,0.496427,0.057444,0.063943347
0.045,0.02,0.495761,0.041001,0.050141854
0.16,0.24,0.497995,0.183966,0.261979504
0.03,0.005,0.497159,0.106028,0.109195549
0.015,0.005,0.494511,0.016985,0.017671121
0.005,0,0.494936,0.014179,0.012517231
0.28,0.52,0.498402,0.29915,0.286153271
0.005,0.005,0.494597,0.013578,0.0094448
0.07,0.055,0.49741,0.111746,0.09504897
0.035,0,0.495885,0.037443,0.027244345
0.1,0.055,0.495531,0.036183,0.073336572
0,0.03,0.495074,0.024859,0.023383943
0.005,0.01,0.494931,0.020565,0.022228917
0.017333,0.014286,0.496856,0.097045,0.097877844
0.09,0.14,0.496902,0.074128,0.097292688
0,0.025,0.49418,0.008537,0.01302366
0.03,0.025,0.494384,0.01008,0.015462418
0.005,0,0.493936,0.009212,0.014636489
0.02,0,0.494437,0.01551,0.044374011
0.22,0.22,0.496945,0.145792,0.182251748
0.005,0,0.493528,0.006449,0.008623082
0.02,0.035,0.496494,0.079507,0.085785475
0.065,0.02,0.496439,0.051486,0.041854758
0.045,0.21,0.497083,0.082893,0.10773951
0.04,0.01,0.497224,0.083314,0.071277747
0.015,0.005,0.495823,0.045929,0.040207193
0.11,0.02,0.49633,0.066784,0.066808461
0.095,0.025,0.496662,0.076953,0.088469544
0.06,0.085,0.496339,0.056576,0.089606007
0.01,0.005,0.495796,0.024108,0.018593335
0.03,0.225,0.496069,0.041108,0.029957418
0.025,0.09,0.495744,0.042342,0.053014671
0.18,0.11,0.497412,0.136634,0.081260506
0.215,0.135,0.496067,0.052918,0.083691896
0.515,0.18,0.499996,0.536655,0.413036733
0.04,0.02,0.496626,0.072761,0.07071052
0.06,0.04,0.496914,0.066157,0.111334214
0.035,0.035,0.495811,0.032065,0.033722862
0,0,0.494161,0.01021,0.007700547
0.005,0,0.49382,0.009204,0.006246701
0,0,0.495237,0.025308,0.024971654
0.01,0.01,0.495367,0.023388,0.02989933
0.075,0.17,0.496642,0.069378,0.092066386
0.015,0,0.494485,0.012735,0.016896706
0,0,0.493496,0.00824,0.005092674
0.03,0.01,0.495525,0.023979,0.018372396
0.03,0.02,0.495905,0.028769,0.031458714
0.015,0.015,0.494213,0.008756,0.005570131
0.105,0.005,0.495245,0.016124,0.026417501
0.005,0,0.494569,0.012537,0.011835065
0.01,0,0.493987,0.009322,0.007935016
0.035,0.095,0.496188,0.021907,0.034349995
0.005,0.025,0.49529,0.016099,0.028660191
0.195,0.11,0.496895,0.122452,0.133639309
0.095,0.05,0.495754,0.042809,0.078354417
0,0,0.495127,0.013674,0.012937832
0.295,0.405,0.499295,0.333151,0.306271403
0.19,0.1,0.497974,0.080659,0.196981782
0.005,0.01,0.492899,0.005484,0.007172369
0.005,0,0.493765,0.008417,0.007727726
0.03,0.14,0.496138,0.049257,0.063630991
0,0,0.494038,0.008229,0.005850303
0.005,0,0.494398,0.01285,0.013554586
0.08,0.015,0.496807,0.074624,0.054401983
0,0,0.495656,0.028145,0.019055028
0.16,0.205,0.496662,0.11606,0.169955767
0.015,0,0.494172,0.01155,0.011607859
0.015,0.01,0.495201,0.024337,0.026438997
0,0,0.493636,0.009544,0.010122916
0.035,0.12,0.495921,0.03712,0.030466172
0.005,0.035,0.495088,0.019891,0.011957581
0.11,0.075,0.497352,0.09523,0.105147503
0.015,0.01,0.494273,0.01139,0.015845291
0.035,0.015,0.495377,0.021198,0.026724334
0.085,0.11,0.496783,0.087371,0.065740328
0.085,0.05,0.49627,0.043012,0.055702466
0.025,0.005,0.493519,0.006293,0.010520711
0.01,0,0.493619,0.007591,0.014327921
0.01,0.005,0.49483,0.014325,0.021850674
0.01,0,0.494642,0.009463,0.007620157
0.02,0.005,0.494613,0.012269,0.01257667
0.185,0.235,0.495362,0.067004,0.147429945
0,0,0.493374,0.007098,0.006691797
0.045,0.055,0.496748,0.072603,0.05382961
0.015,0,0.494955,0.023248,0.020972853
0.19,0.21,0.498248,0.212611,0.195806275
0.005,0,0.493266,0.007474,0.006672309
0.04,0.035,0.496598,0.064568,0.05195951
0.005,0,0.494491,0.012575,0.015412891
0.615,0.655,0.500648,0.517245,0.491238375
0.015,0.025,0.49595,0.043165,0.056694938
0,0.01,0.496107,0.04817,0.056545149
0.025,0.05,0.495709,0.027745,0.036063023
0.01,0.03,0.493746,0.010712,0.007998396
0.03,0.015,0.496071,0.028336,0.026430661
0,0,0.493781,0.010374,0.007976163
0.04,0.05,0.495463,0.051868,0.074631689
0,0.02,0.493955,0.011402,0.011925282
0.015,0,0.493825,0.008366,0.008081434
0.485,0.485,0.498701,0.376507,0.396345501
0.035,0.03,0.495496,0.027335,0.025080946
0,0.005,0.494946,0.015514,0.011162909
0.01,0.01,0.495143,0.018569,0.021334691
0.1,0.075,0.49666,0.075579,0.073884
0,0,0.493969,0.010438,0.010013469
0,0,0.494254,0.011489,0.009336353
0.055,0.06,0.497512,0.120236,0.089824414
0,0,0.493159,0.009163,0.005876089
0,0,0.493903,0.010618,0.004947503
0,0,0.493737,0.009952,0.005305112
0,0,0.494015,0.009364,0.007237959
0,0.025,0.4947,0.014154,0.015825874
0.005,0,0.494057,0.009389,0.00741367
0,0.005,0.494177,0.011723,0.013512413
0.02,0,0.496029,0.026428,0.025465347
0.04,0.005,0.494431,0.015734,0.016120921
0.06,0.015,0.496074,0.045091,0.037820238
0.055,0.055,0.496855,0.060377,0.065774365
0.06,0.08,0.496752,0.076737,0.053952505
0,0.015,0.494944,0.013535,0.018878017
0,0,0.494515,0.012005,0.021705527
0.07,0.085,0.495791,0.062966,0.08063107
0.11,0.03,0.497922,0.204322,0.203588305
0.055,0.075,0.494672,0.022552,0.02776831
0.41,0.415,0.500033,0.359582,0.332222214
0.005,0,0.494047,0.010342,0.011412034
0.425,0.45,0.499253,0.391762,0.464973262
0.015,0.015,0.494483,0.011146,0.009370594
0.17,0.145,0.498218,0.210337,0.202083815
0.005,0.015,0.494933,0.021721,0.018940357
0,0.005,0.49441,0.011744,0.012776851
0.005,0.01,0.494227,0.009537,0.008659026
0.025,0,0.494782,0.013112,0.011314825
0,0,0.495155,0.015838,0.016590316
0.125,0.03,0.497089,0.092101,0.102636618
0,0,0.493423,0.006708,0.004945967
0.07,0.085,0.496833,0.079295,0.062841141
0.105,0.145,0.49631,0.035332,0.056483854
0.005,0.03,0.493953,0.010429,0.010054486
0,0,0.494199,0.01183,0.009088109
0.09,0.07,0.497107,0.093679,0.074299224
0.015,0.015,0.495176,0.022164,0.021731062
0.01,0.02,0.494434,0.020448,0.039442334
0.06,0.045,0.496259,0.055161,0.047165958
0.005,0.015,0.495042,0.020523,0.029331939
0,0.01,0.493931,0.008777,0.007266013
0,0,0.493047,0.006615,0.004423433
0.005,0.01,0.494381,0.011374,0.010664148
0.425,0.5,0.499757,0.351642,0.429693625
0.03,0.01,0.495434,0.017941,0.020284051
0,0,0.494681,0.013172,0.010248941
0.005,0.005,0.493638,0.008443,0.005283182
0.005,0,0.495648,0.019291,0.016422331
0.09,0.045,0.497014,0.076827,0.066986963
0.125,0.105,0.4968,0.069927,0.073205518
0.015,0.07,0.495545,0.020357,0.032046346
0.01,0.005,0.495255,0.014356,0.019425521
0.005,0.005,0.493123,0.005517,0.005877544
0.095,0.015,0.496553,0.079562,0.096535951
0.005,0,0.49454,0.011985,0.014936969
0,0,0.49374,0.008538,0.007931317
0.32,0.34,0.498345,0.281059,0.328170134
0.005,0,0.494855,0.014844,0.014258954
0.005,0,0.494727,0.015816,0.01431141
0.035,0.005,0.493857,0.008657,0.01802555
0,0,0.493361,0.007189,0.011662186
0.02,0.045,0.496337,0.056405,0.04989117
0,0,0.493656,0.008093,0.005113359
0.02,0,0.494047,0.010306,0.011385882
0.215,0.2,0.497437,0.111461,0.110728362
0.02,0,0.496281,0.061557,0.034010912
0,0,0.493422,0.007228,0.010262687
0.215,0.125,0.496666,0.077482,0.100370009
0.005,0,0.494499,0.010968,0.007643024
0,0,0.493323,0.007135,0.005319944
0.045,0.125,0.496388,0.054697,0.06884371
0.035,0.115,0.496158,0.046359,0.042210026
0.045,0.165,0.496531,0.064225,0.053857659
0.165,0.07,0.496411,0.046238,0.046417697
0,0,0.495586,0.021498,0.016957572
0.01,0,0.495954,0.03623,0.018792005
0,0.02,0.493868,0.009503,0.008092318
0.02,0,0.494341,0.010427,0.017796606
0.105,0.045,0.497019,0.11386,0.124899238
0.065,0.035,0.497083,0.102913,0.101374208
0.005,0,0.494255,0.010442,0.014888107
0.225,0.515,0.496837,0.096909,0.090021674
0.035,0.015,0.496417,0.064769,0.048630833
0.005,0,0.495698,0.028242,0.039552697
0.02,0.03,0.494867,0.017896,0.012506608
0.01,0.01,0.498454,0.216323,0.167400398
0,0,0.495162,0.019557,0.014473648
0.115,0.09,0.495438,0.073369,0.114920692
0.035,0.155,0.49719,0.087197,0.108875117
0.035,0.035,0.496772,0.082875,0.064597362
0.105,0.03,0.496075,0.05279,0.056342326
0.01,0.015,0.493946,0.008083,0.005570651
0.03,0.01,0.495213,0.025295,0.032177013
0.04,0.015,0.496651,0.078951,0.08600524
0.06,0.065,0.497392,0.077395,0.068527854
0.005,0,0.494546,0.013837,0.01336688
0.015,0,0.496668,0.080072,0.065970611
0.03,0.02,0.495808,0.043754,0.064908352
0.015,0,0.494282,0.010352,0.01512569
0.03,0.005,0.495701,0.032447,0.032778827
0,0.005,0.494153,0.009513,0.009592786
0.015,0,0.493584,0.007238,0.006787437
0.01,0,0.493086,0.00598,0.005000018
0,0,0.493809,0.008442,0.006221094
0.01,0,0.493927,0.008475,0.009436006
0.15,0.18,0.498881,0.325316,0.294287072
0,0,0.493236,0.007472,0.008707579
0.02,0,0.495365,0.020623,0.021001484
0.365,0.365,0.499002,0.312873,0.26693662
0,0,0.494254,0.011077,0.010753604
0.025,0.005,0.495738,0.039388,0.034779181
0.215,0.1,0.497833,0.110476,0.13080781
0.49,0.46,0.499943,0.453478,0.410889463
0.325,0.295,0.498152,0.218397,0.142498196
0.005,0.005,0.494603,0.010323,0.014595812
0.04,0.065,0.496134,0.049564,0.037747549
0.005,0.005,0.494292,0.009758,0.009410885
0,0,0.493381,0.006873,0.006731276
0.195,0.16,0.497033,0.109651,0.127334243
0.005,0,0.493638,0.006841,0.005668793
0.035,0.005,0.495113,0.015652,0.025192821
0,0,0.493973,0.008056,0.009191195
0.035,0.075,0.496487,0.052042,0.060151843
0,0,0.493719,0.008442,0.007479945
0,0.045,0.494843,0.014138,0.016242892
0.005,0.045,0.495663,0.026224,0.022808377
0.3,0.235,0.496041,0.0992,0.251341085
0,0.005,0.494919,0.027084,0.034569607
0.005,0,0.494887,0.01491,0.026999454
0,0,0.49516,0.026028,0.029466192
0.055,0.04,0.496797,0.068767,0.066711638
0.365,0.445,0.498369,0.224709,0.34017527
0.015,0,0.49476,0.013366,0.012443934
0.005,0,0.493699,0.007275,0.012037764
0.025,0,0.496358,0.046726,0.04697344
0,0,0.493734,0.008393,0.005795869
0.01,0.005,0.493476,0.006795,0.005343151
0,0,0.492961,0.005032,0.005588295
0.085,0.045,0.496398,0.064047,0.049149153
0,0,0.495093,0.017443,0.017384397
0.035,0.045,0.496316,0.044793,0.04924015
0,0,0.495218,0.021444,0.014268301
0.365,0.245,0.4963,0.101261,0.187101874
0.22,0.135,0.498703,0.21122,0.180009285
0.27,0.225,0.498764,0.269237,0.29708568
0.02,0.01,0.49519,0.021346,0.020361667
0.005,0.03,0.496202,0.034964,0.034673034
0,0,0.494251,0.010668,0.010858392
0,0.095,0.496118,0.032988,0.033132229
0,0.015,0.493894,0.008862,0.011072576
0.19,0.11,0.496816,0.120346,0.099169713
0.09,0.055,0.496929,0.075355,0.105111092
0.09,0.015,0.496486,0.053811,0.098684707
0.035,0.055,0.495708,0.035839,0.061892857
0,0,0.495098,0.019192,0.018898502
0.125,0.05,0.49777,0.11948,0.117939596
0.035,0.005,0.494574,0.01106,0.012453533
0.185,0.24,0.49734,0.132522,0.139270559
0.07,0.005,0.495767,0.030403,0.02422692
0.04,0.015,0.497001,0.088776,0.087072136
0.005,0,0.494396,0.008431,0.01149903
0,0,0.493795,0.008301,0.009573031
0,0.07,0.494845,0.014502,0.010603336
0,0,0.494017,0.009122,0.011044016
0.12,0.055,0.497332,0.086965,0.076423871
0.035,0.035,0.496998,0.048073,0.047375912
0.385,0.615,0.498296,0.1973,0.232542973
0.34,0.315,0.498627,0.292156,0.306956618
0.03,0.12,0.494863,0.015207,0.026128027
0.05,0.03,0.49443,0.012483,0.014722833
0.04,0.02,0.494262,0.00955,0.012023794
0.17,0.135,0.498005,0.188308,0.138922198
0.435,0.72,0.500392,0.526961,0.423588095
0.005,0.01,0.494446,0.012801,0.013082924
0.035,0.035,0.496762,0.066756,0.047342176
0.265,0.19,0.497858,0.160592,0.264819763
0,0,0.49471,0.012936,0.012068857
0.02,0.085,0.494296,0.011934,0.009090293
0,0.065,0.494526,0.01447,0.023516727
0.03,0,0.493192,0.020566,0.006589665
0.115,0.13,0.497002,0.125594,0.119653169
0,0,0.493848,0.009014,0.0067734
0.005,0.03,0.493897,0.009923,0.009651653
0.045,0.01,0.49626,0.051985,0.051048858
0.04,0.01,0.496129,0.043092,0.029557655
0.01,0.025,0.494255,0.010269,0.014222436
0.005,0.005,0.494558,0.01376,0.008116857
0.01,0.005,0.494045,0.010555,0.018611184
0.015,0.06,0.495864,0.033232,0.023512628
0.01,0,0.495149,0.01579,0.015004289
0.03,0,0.496559,0.056157,0.053819689
0.065,0.065,0.495128,0.061012,0.100364179
0.52,0.51,0.497995,0.20357,0.271631239
0.025,0.11,0.49566,0.037413,0.038431692
0.005,0,0.493059,0.006428,0.004129162
0,0,0.494056,0.009204,0.005477397
0.035,0.005,0.494532,0.013503,0.011302863
0.005,0,0.493237,0.005778,0.010813125
0,0,0.493191,0.006667,0.010093255
0.005,0,0.497926,0.103883,0.095489219
0,0,0.49438,0.010782,0.007425229
0.015,0.015,0.495618,0.040798,0.038134181
0,0.005,0.494298,0.011893,0.013798988
0.015,0.025,0.495309,0.025141,0.027462789
0.01,0.025,0.494748,0.015008,0.01134348
0.04,0.005,0.495504,0.024055,0.019099791
0.005,0.005,0.495534,0.023882,0.044675564
0.015,0,0.493981,0.011212,0.011181777
0.07,0.025,0.497853,0.15946,0.131136958
0.035,0.045,0.494132,0.010653,0.019664919
0.025,0.005,0.494061,0.011472,0.014589572
0.08,0.05,0.495737,0.031403,0.048491376
0,0,0.493044,0.006647,0.005340713
0.02,0.16,0.493636,0.009593,0.009955569
0.015,0.01,0.494862,0.016421,0.015972242
0.015,0.005,0.495176,0.020404,0.026395655
0.01,0.05,0.494456,0.014921,0.023159174
0.09,0.035,0.497467,0.080494,0.118599562
0,0,0.493731,0.007238,0.005494829
0,0,0.494285,0.008893,0.008317333
0.01,0,0.494271,0.010814,0.012234431
0.01,0,0.495376,0.027603,0.020102505
0.005,0.005,0.494512,0.014376,0.024324186
0,0,0.493393,0.007074,0.005800391
0,0.02,0.495043,0.017541,0.016838142
0.04,0.09,0.496708,0.052933,0.066526252
0,0.005,0.495227,0.015132,0.019318847
0.125,0.165,0.496262,0.057738,0.082153883
0.005,0.005,0.493791,0.009051,0.015661272
0.02,0.005,0.49585,0.031941,0.030419673
0,0.01,0.493601,0.008688,0.006702872
0.005,0,0.493502,0.007466,0.009252856
0,0,0.493611,0.007731,0.005972977
0,0,0.49447,0.012733,0.017181416
0,0,0.494128,0.009126,0.009116062
0,0,0.49394,0.008777,0.009184611
0.25,0.55,0.496351,0.059604,0.0563787
0,0,0.49431,0.01418,0.019054702
0.005,0,0.49427,0.011476,0.01225452
0.005,0.005,0.493954,0.014625,0.016221698
0.12,0.175,0.496809,0.137626,0.233433792
0,0,0.49329,0.007458,0.006098353
0,0,0.49371,0.008852,0.008088929
0.06,0.025,0.496002,0.029045,0.031446453
0.005,0,0.495956,0.029889,0.02288642
0.015,0,0.494722,0.011843,0.010244489
0.425,0.45,0.497474,0.21111,0.366026954
0.035,0.165,0.496987,0.072398,0.049519921
0.015,0.035,0.496571,0.065245,0.077283674
0.175,0.11,0.497541,0.166547,0.156300282
0,0,0.494083,0.010175,0.009890363
0.015,0.07,0.49457,0.015533,0.017405123
0.07,0.135,0.497874,0.156478,0.124824592
0,0,0.495166,0.018013,0.029033621
0,0,0.493195,0.006091,0.009020126
0.17,0.185,0.496169,0.086468,0.182017129
0.015,0.015,0.494823,0.022179,0.02521258
0,0,0.493719,0.008442,0.007291528
0.07,0.105,0.496416,0.090655,0.088100214
0.2,0.14,0.497515,0.13375,0.186082757
0.015,0,0.494339,0.010262,0.007616283
0,0,0.494553,0.013679,0.015957789
0.035,0.03,0.495933,0.029455,0.033121654
0.225,0.155,0.497375,0.098353,0.089291956
0.01,0,0.494945,0.011991,0.017871769
0,0,0.493684,0.010254,0.005827684
0,0,0.493365,0.006335,0.00608852
0.015,0.015,0.495028,0.014337,0.012059425
0.045,0.065,0.496645,0.048166,0.045527773
0,0,0.494519,0.01229,0.013473853
0.075,0.07,0.496537,0.111894,0.142439766
0.005,0,0.49521,0.020857,0.022664656
0.005,0,0.494006,0.009811,0.006135151
0.14,0.21,0.499931,0.394657,0.362229999
0,0.005,0.494905,0.019872,0.018588775
0,0,0.494132,0.008253,0.007672363
0,0,0.494271,0.010814,0.010464587
0.035,0.025,0.495375,0.02581,0.019475948
0.065,0.025,0.497048,0.086146,0.073885267
0.005,0,0.494205,0.010923,0.009703728
0.015,0.02,0.493179,0.008183,0.005322533
0,0.005,0.494119,0.01073,0.008090032
0.24,0.41,0.496875,0.085124,0.115119221
0.01,0.02,0.496023,0.03597,0.02546767
0.11,0.05,0.496387,0.065339,0.081281112
0.01,0.02,0.495772,0.019452,0.032027524
0.055,0.035,0.496195,0.059364,0.080848093
0.005,0,0.49437,0.012067,0.011904663
0.13,0.07,0.496687,0.058688,0.103538818
0.005,0.005,0.494292,0.010768,0.010484769
0.005,0,0.494413,0.01203,0.008278926
0.14,0.08,0.496199,0.08826,0.183413864
0,0,0.493792,0.008592,0.009631101
0.11,0.215,0.496854,0.082346,0.129063167
0.435,0.575,0.499156,0.248892,0.381671304
0,0,0.495441,0.022215,0.031251114
0.03,0.025,0.494927,0.015824,0.011972379
0.05,0.09,0.495602,0.029368,0.031098116
0.015,0.005,0.493893,0.009508,0.013319976
0.07,0,0.496563,0.073531,0.084987785
0.025,0.005,0.495125,0.02433,0.025049758
0.01,0,0.494383,0.010151,0.017817402
0.015,0,0.493964,0.008093,0.007267012
0.505,0.295,0.487358,0.12222,0.134372032
0,0,0.494638,0.011564,0.008599164
0.12,0.09,0.498711,0.263368,0.17293755
0,0,0.493718,0.010762,0.008210148
0,0.01,0.495143,0.015403,0.021903445
0,0,0.493613,0.007868,0.005308895
0,0.015,0.494993,0.016429,0.015194379
0.08,0.15,0.497125,0.054863,0.097675507
0.005,0,0.493939,0.008419,0.011101341
0.53,0.42,0.501154,0.506053,0.535510575
0.02,0,0.494548,0.018642,0.024951862
0,0,0.493339,0.006945,0.004958666
0,0,0.494276,0.011953,0.010013691
0.07,0.07,0.49442,0.011832,0.014317092
0.01,0.01,0.495451,0.024088,0.039582711
0.25,0.17,0.498069,0.192252,0.181760283
0.09,0.11,0.497243,0.069769,0.12852535
0,0.005,0.494573,0.013239,0.013239586
0,0,0.494911,0.014623,0.010349376
0.065,0.11,0.496773,0.063596,0.079545518
0.025,0.07,0.495713,0.033073,0.019496181
0,0,0.494779,0.013142,0.012765608
0.01,0,0.494211,0.010418,0.008915202
0.01,0.005,0.49539,0.015885,0.028026718
0.245,0.17,0.496613,0.122865,0.20363567
0.085,0.09,0.497425,0.084617,0.074088273
0.125,0.17,0.496717,0.059301,0.090768696
0.005,0,0.493248,0.005089,0.006584087
0.02,0.045,0.494811,0.018849,0.019664789
0.065,0.01,0.497357,0.126227,0.115541855
0.02,0,0.495614,0.03261,0.03173682
0,0,0.49387,0.008003,0.015538515
0.01,0.01,0.495008,0.017517,0.028911538
0.105,0.03,0.496507,0.041696,0.04369364
0.05,0.005,0.495983,0.030194,0.024412555
0.11,0.265,0.498408,0.252093,0.236457932
0.005,0,0.494117,0.007287,0.009716433
0.53,0.57,0.501062,0.503335,0.478793515
0.03,0.035,0.49659,0.063514,0.085106616
0,0,0.492989,0.00577,0.005127169
0.12,0.02,0.496623,0.05821,0.048448348
0.055,0.035,0.495443,0.021479,0.02195859
0.005,0.005,0.495047,0.019812,0.016708766
0.015,0.005,0.49519,0.028514,0.034924136
0.025,0,0.495116,0.01729,0.026072324
0.01,0,0.49386,0.008419,0.011751387
0.055,0.04,0.495839,0.034372,0.034527197
0.005,0,0.495334,0.016562,0.019283418
0.065,0.045,0.496927,0.084086,0.085552812
0.03,0.025,0.494988,0.015956,0.022565258
0.01,0.025,0.494911,0.015077,0.014158533
0,0,0.493775,0.008246,0.009956531
0.005,0,0.494634,0.013635,0.011320156
0.085,0.02,0.495014,0.013456,0.021299023
0.205,0.295,0.49952,0.367744,0.267413246
0.145,0.04,0.494204,0.011027,0.0104872
0,0,0.494015,0.010135,0.005399875
0.01,0.015,0.494874,0.024408,0.022430573
0.005,0.005,0.494572,0.012951,0.016907588
0.415,0.65,0.496515,0.104321,0.116194668
0.045,0.01,0.496669,0.051901,0.031147626
0,0.015,0.493628,0.008128,0.010076635
0.21,0.12,0.498227,0.169677,0.167795473
0.02,0.01,0.496708,0.043792,0.060797475
0,0,0.494533,0.011535,0.014206219
0.11,0.11,0.495632,0.027552,0.032604701
0.265,0.12,0.498041,0.290609,0.306443287
0.02,0.02,0.496383,0.042628,0.055546182
0.13,0.125,0.497085,0.083643,0.154523863
0.16,0.045,0.497011,0.087207,0.087668084
0.01,0.02,0.494727,0.013513,0.015968999
0.005,0.01,0.494844,0.013863,0.010646474
0,0,0.493724,0.007455,0.00745896
0.06,0.005,0.495234,0.019222,0.031854398
0.16,0.165,0.495994,0.047946,0.046329569
0.055,0.035,0.49736,0.101697,0.108669949
0.01,0,0.493954,0.010187,0.005106186
0.215,0.065,0.496424,0.062465,0.051439749
0.005,0.01,0.494298,0.012731,0.015871399
0,0,0.494687,0.013211,0.011253887
0.155,0.01,0.49318,0.007545,0.009471662
0.055,0.035,0.496495,0.061819,0.065433324
0.01,0,0.49397,0.009885,0.011400626
0.03,0.005,0.494218,0.012008,0.01540265
0.01,0,0.495086,0.015404,0.016400878
0,0,0.493604,0.00796,0.004464582
0,0.01,0.493877,0.008253,0.00491788
0,0,0.493593,0.008393,0.006445557
0.465,0.425,0.498218,0.279105,0.350410324
0.02,0.005,0.49575,0.028013,0.050749474
0.015,0,0.494386,0.009825,0.016329256
0.055,0.045,0.496288,0.062675,0.041228079
0.21,0.165,0.498904,0.248707,0.260333629
0,0.095,0.494254,0.01112,0.009898017
0.05,0.025,0.491048,0.011847,0.016302581
0.465,0.62,0.498062,0.305802,0.381625445
0.455,0.4,0.501086,0.62452,0.40483729
0.055,0.015,0.495704,0.032466,0.02844118
0.01,0.01,0.494523,0.010937,0.008674606
0.04,0.045,0.496156,0.055913,0.060286306
0.16,0.085,0.497087,0.091842,0.080238799
0.03,0.04,0.49509,0.020988,0.041899921
0,0,0.493508,0.007238,0.004831185
0.04,0.15,0.495518,0.030512,0.029367018
0.05,0.05,0.49799,0.105658,0.126861904
0.065,0.075,0.49625,0.072326,0.081757788
0.005,0,0.49352,0.008218,0.008695024
0,0,0.493905,0.007355,0.007014767
0.42,0.59,0.49975,0.355943,0.30523146
